name,district,latitude,longitude,proj_area,nbr_buildings,nbr_floors,units,hospital,price_sqm,id,bld_age,dist_shop_1,dist_shop_2,dist_shop_3,dist_shop_4,dist_shop_5,dist_school_1,dist_school_2,dist_school_3,dist_school_4,dist_school_5,dist_food_1,dist_food_2,dist_food_3,dist_food_4,dist_food_5,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,tran_type1,tran_type2,tran_type3,tran_type4,tran_type5,tran_name1,tran_name2,tran_name3,tran_name4,tran_name5,dist_tran_1,dist_tran_2,dist_tran_3,dist_tran_4,dist_tran_5
S16 Residences,Khlong Toei,13.730275899999999,100.56111059999999,1221,1,6,13.0,1.3,83744,464,9,0.79,1.0,1.4,1.4,33.0,0.96,1.1,1.2,1.3,1.4,0.0,0.008,0.015,0.026,0.095,1,1,1,1,0,0,0,0,0,0,0,1,Asok,Sukhumvit,Queen Sirikit National Convention Centre,Sukhumvit Toll Plaza,Rama 4-1 Toll Plaza,Asok,Sukhumvit,Queen Sirikit National Convention Centre,Sukhumvit Toll Plaza,Rama 4-1 Toll Plaza,0.83,0.99,1.9,2.1,2.3
Serene Place Sukhumvit 24,Khlong Toei,13.726369,100.567208,2208,1,8,78.0,1.4,128986,465,13,0.24,0.53,0.62,0.72,0.024,0.65,1.2,1.4,1.4,1.4,0.21,0.24,0.32,0.41,0.48,1,1,1,1,1,0,1,1,0,0,0,0,Phrom Phong,Thong Lo,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,Phrom Phong,Thong Lo,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,0.62,1.8,2.1,2.2,2.5
Silver Heritage,Khlong Toei,13.71855,100.579262,2356,1,8,27.0,1.0,119632,466,12,1.0,1.0,1.0,1.2,1.2,0.2,0.26,0.36,0.71,0.83,0.43,0.43,0.44,0.52,0.59,1,1,1,1,1,1,1,0,0,0,0,0,Thong Lo,Ekkamai,Phra Khanong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Ekkamai,Phra Khanong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.69,0.98,1.8,1.9,3.2
Siri On 8,Khlong Toei,13.736931,100.55604100000001,1672,1,8,74.0,1.3,141847,467,10,0.5,0.54,0.69,0.73,0.78,1.1,1.2,1.4,1.5,1.5,0.036,0.078,0.005,0.18,0.22,1,1,1,1,1,0,1,0,0,0,0,1,Nana,Asok,Sukhumvit Toll Plaza,Sukhumvit,Phetchaburi Toll Plaza,Nana,Asok,Sukhumvit Toll Plaza,Sukhumvit,Phetchaburi Toll Plaza,0.42,0.88,1.1,1.3,2.1
Siri Residence,Khlong Toei,13.727998399999999,100.5686745,3000,1,32,185.0,1.2,209524,468,12,0.11,0.11,0.27,0.27,0.37,0.47,0.47,0.94,0.94,1.2,0.035,0.035,0.23,0.23,0.25,1,1,1,1,1,1,1,1,0,0,0,0,Phrom Phong,Phrom Phong,Thong Lo,Thong Lo,Queen Sirikit National Convention Centre,Phrom Phong,Phrom Phong,Thong Lo,Thong Lo,Queen Sirikit National Convention Centre,0.37,0.37,1.6,1.6,2.2
Sukhumvit Plus,Khlong Toei,13.713559400000001,100.5920455,5388,2,17,383.0,0.64,100000,469,14,0.44,0.9,71.0,1.2,1.7,0.21,0.84,0.91,0.99,1.0,0.043,0.065,0.15,0.31,0.47,1,1,1,1,1,1,1,0,1,0,0,0,Phra Khanong,Ekkamai,On Nut,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,Phra Khanong,Ekkamai,On Nut,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,0.31,1.2,1.4,1.5,2.2
The Address Sukhumvit 28,Khlong Toei,13.728032,100.572358,3200,1,31,246.0,1.0,237175,470,8,0.25,0.041,0.001,0.43,0.48,0.29,0.66,0.79,0.83,0.91,0.028,0.22,0.27,0.28,0.002,1,1,1,1,1,1,1,1,1,0,0,1,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,0.41,0.91,2.7,2.8,2.9
The Address Sukhumvit 42,Khlong Toei,13.7171021,100.5856718,3200,2,8,214.0,0.77,110380,471,10,0.38,0.4,0.43,0.6,0.92,0.58,0.67,0.71,0.78,0.88,0.27,0.42,0.42,0.43,0.43,1,1,1,1,1,1,1,1,0,0,0,1,Ekkamai,Phra Khanong,Thong Lo,At Narong Toll Plaza,At Narong 2 Toll Plaza,Ekkamai,Phra Khanong,Thong Lo,At Narong Toll Plaza,At Narong 2 Toll Plaza,0.36,1.2,1.2,1.7,2.4
The Crest Sukhumvit 24,Khlong Toei,13.729242999999999,100.566113,1700,1,8,82.0,1.4,180851,472,6,0.61,0.61,0.033,0.66,0.99,0.2,1.2,1.4,1.5,1.5,0.028,0.29,0.31,0.39,0.51,1,1,1,1,1,0,1,1,0,0,0,0,Phrom Phong,Asok,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,Phrom Phong,Asok,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,0.59,1.6,2.5,2.5,2.8
The Emporio Place,Khlong Toei,13.723197,100.566949,9048,3,42,361.0,1.6,182353,473,9,0.21,0.024,0.48,0.51,0.56,0.85,0.91,0.91,1.0,1.1,0.15,0.18,0.2,0.2,0.21,1,1,1,1,1,1,1,1,1,1,1,1,Phrom Phong,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Rama 4-1 Toll Plaza,Phrom Phong,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Rama 4-1 Toll Plaza,0.86,1.6,1.7,1.8,1.9
The Lakes,Khlong Toei,13.7336986,100.56015959999999,2760,1,36,165.0,0.96,186567,474,15,0.46,0.46,0.46,0.021,0.021,0.94,0.94,0.94,1.1,1.1,0.008,0.008,0.008,0.087,0.087,1,1,1,1,1,1,1,0,0,0,0,0,Asok,Asok,Asok,Sukhumvit,Sukhumvit,Asok,Asok,Asok,Sukhumvit,Sukhumvit,0.5,0.5,0.5,0.66,0.66
The Room Sukhumvit 40,Khlong Toei,13.716339999999999,100.582798,2828,1,8,128.0,0.73,136047,475,8,0.59,0.61,0.63,0.81,1.1,0.53,0.64,0.71,0.78,0.88,0.48,0.58,0.59,0.62,0.63,1,1,1,1,1,0,1,1,0,0,0,1,Ekkamai,Thong Lo,Phra Khanong,At Narong Toll Plaza,At Narong 2 Toll Plaza,Ekkamai,Thong Lo,Phra Khanong,At Narong Toll Plaza,At Narong 2 Toll Plaza,0.57,1.3,1.4,1.6,2.3
The Seed Musee,Khlong Toei,13.7255764,100.571014,2700,1,8,138.0,1.4,134884,476,10,0.77,0.77,0.77,0.82,0.82,0.24,0.24,0.24,0.92,0.92,0.34,0.34,0.34,0.38,0.38,1,1,1,1,1,1,1,1,0,1,1,0,Phrom Phong,Phrom Phong,Phrom Phong,Thong Lo,Thong Lo,Phrom Phong,Phrom Phong,Phrom Phong,Thong Lo,Thong Lo,0.75,0.75,0.75,1.5,1.5
The Waterford Diamond,Khlong Toei,13.7267703,100.5724071,3320,1,46,498.0,1.2,93174,477,21,0.36,0.041,0.001,0.63,0.67,0.4,0.77,0.92,1.0,1.2,0.028,0.33,0.38,0.39,0.002,1,1,1,1,1,1,1,1,1,1,0,0,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,0.61,0.93,2.9,3.0,3.1
The Waterford Rama 4,Khlong Toei,13.708267000000001,100.592775,18153,7,8,738.0,1.1,49818,478,19,1.0,1.5,1.8,2.0,2.2,0.78,1.2,1.8,1.9,1.9,0.18,0.61,0.69,0.7,0.91,1,1,1,1,1,1,1,1,0,1,0,0,Phra Khanong,On Nut,Ekkamai,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,Phra Khanong,On Nut,Ekkamai,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,0.88,1.6,1.7,2.0,2.5
The Waterford Sukhumvit 50,Khlong Toei,13.7070538,100.5937435,18153,7,8,738.0,3.1,75000,479,9,2.0,2.5,3.0,3.4,3.9,1.2,1.3,2.0,2.0,2.1,0.93,1.1,1.4,50.0,50.0,1,1,1,1,1,1,1,1,0,1,0,0,At Narong 2 Toll Plaza,At Narong 1 Toll Plaza,On Nut,Phra Khanong,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,At Narong 1 Toll Plaza,On Nut,Phra Khanong,Phra Khanong Toll Plaza,0.8,1.2,1.6,2.7,3.3
Tidy Deluxe Sukhumvit 34,Khlong Toei,13.725004,100.574795,1904,1,8,141.0,1.4,156913,480,6,0.001,0.94,0.041,1.1,1.2,0.027,0.71,0.75,0.84,0.96,0.11,0.16,0.19,0.37,0.5,1,1,1,1,1,0,1,1,1,0,0,1,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.6,1.2,1.5,3.1,3.1
Trapezo Sukhumvit 16,Khlong Toei,13.725601000000001,100.56204,1224,1,7,70.0,1.7,136364,481,5,0.024,0.66,1.1,1.1,1.2,0.49,0.61,0.75,1.3,1.4,0.18,0.21,0.001,0.39,0.43,1,1,1,1,1,0,1,1,0,0,0,1,Queen Sirikit National Convention Centre,Khlong Toei,Phrom Phong,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,Queen Sirikit National Convention Centre,Khlong Toei,Phrom Phong,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,1.4,1.6,1.6,1.7,1.7
Tree Condo Ekamai,Khlong Toei,13.7162,100.583409,1536,1,8,119.0,0.66,107500,482,5,0.52,0.54,0.57,0.74,1.1,0.6,0.7,0.78,0.82,0.85,0.41,0.51,0.55,0.56,0.56,1,1,1,1,1,0,1,0,0,0,0,1,Ekkamai,Thong Lo,Phra Khanong,At Narong Toll Plaza,At Narong 2 Toll Plaza,Ekkamai,Thong Lo,Phra Khanong,At Narong Toll Plaza,At Narong 2 Toll Plaza,0.51,1.3,1.4,1.6,2.2
Tree Condo Sukhumvit 42,Khlong Toei,13.715087599999999,100.5876931,1400,1,8,73.0,0.68,91837,483,9,0.74,0.75,0.78,0.91,1.2,0.48,0.58,0.59,0.61,1.2,0.21,0.41,0.56,0.78,0.78,1,1,1,1,1,0,1,0,0,0,0,0,Phra Khanong,Ekkamai,Thong Lo,Phra Khanong Toll Plaza,At Narong Toll Plaza,Phra Khanong,Ekkamai,Thong Lo,Phra Khanong Toll Plaza,At Narong Toll Plaza,0.5,0.72,1.6,2.1,2.6
U Sabai Rama 4 - Kluaynamthai,Khlong Toei,13.713334,100.586528,3200,1,8,139.0,0.32,91320,484,10,0.92,0.93,0.96,1.1,1.5,0.73,0.86,1.2,1.2,1.2,0.004,0.36,0.38,0.58,0.81,1,1,1,1,1,0,1,1,1,0,0,0,Ekkamai,Phra Khanong,At Narong Toll Plaza,Thong Lo,At Narong 2 Toll Plaza,Ekkamai,Phra Khanong,At Narong Toll Plaza,Thong Lo,At Narong 2 Toll Plaza,0.9,0.93,1.4,1.8,2.1
Urbitia Thong Lo,Khlong Toei,13.722645000000002,100.57687,3980,1,8,130.0,1.0,181714,485,1,0.001,0.86,1.1,1.1,1.2,0.32,0.4,0.42,0.48,0.56,0.14,0.14,0.15,0.33,0.35,1,1,1,1,1,1,1,1,0,0,0,0,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.4,1.3,1.3,2.5,2.7
Vinn Sukhumvit 46,Khlong Toei,13.713779999999998,100.590744,1768,2,5,130.0,0.99,114286,486,8,0.83,1.2,1.2,1.3,1.6,0.34,0.82,0.89,1.0,1.2,0.59,0.61,0.62,0.64,0.69,1,1,1,1,1,0,1,1,0,0,0,0,Phra Khanong,Ekkamai,On Nut,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,Phra Khanong,Ekkamai,On Nut,Phra Khanong Toll Plaza,At Narong 2 Toll Plaza,0.36,1.1,1.8,1.9,2.7
Von Napa Sukhumvit 38,Khlong Toei,13.7230262,100.57907829999999,1700,1,8,76.0,1.5,128558,487,11,0.54,0.001,0.9,0.97,1.2,0.37,0.43,0.46,0.59,0.66,0.039,0.14,0.038,0.16,0.17,1,1,1,1,1,0,1,1,0,0,0,0,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.17,0.96,1.4,2.4,3.3
Voque Sukhumvit 16,Khlong Toei,13.727879000000001,100.560713,2252,2,8,140.0,1.6,110000,488,8,0.024,1.0,1.3,1.4,1.4,0.76,0.88,1.0,1.6,1.7,0.14,0.17,0.016,0.31,0.32,1,1,1,1,1,0,1,0,0,0,0,1,Queen Sirikit National Convention Centre,Khlong Toei,Phrom Phong,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,Queen Sirikit National Convention Centre,Khlong Toei,Phrom Phong,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,1.7,1.9,1.9,2.1,2.1
Vtara Sukhumvit 36,Khlong Toei,13.717616,100.576523,6432,5,8,467.0,0.45,147079,489,1,0.66,1.3,1.3,1.4,1.8,0.32,0.34,0.43,0.44,0.56,0.036,0.3,0.45,0.52,0.63,1,1,1,1,1,1,1,1,0,0,0,1,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Ekkamai,Phrom Phong,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,1.0,1.8,2.0,2.0,2.3
Wilshire,Khlong Toei,13.72841,100.56497,2400,1,22,78.0,1.9,121429,490,13,0.52,0.6,0.033,0.93,1.2,0.22,0.32,0.43,1.3,1.6,0.3,0.38,0.41,0.43,0.51,1,1,1,1,1,1,1,0,0,0,0,0,Phrom Phong,Asok,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,Phrom Phong,Asok,Queen Sirikit National Convention Centre,Tha Ruea 2 Toll Plaza,Rama 4-1 Toll Plaza,1.2,1.4,2.1,2.4,2.5
XVI The Sixteenth Condominum,Khlong Toei,13.725206,100.561984,924,1,8,76.0,1.7,121622,491,8,0.024,0.78,1.1,1.2,1.2,0.54,0.65,0.8,1.3,1.4,0.22,0.25,0.001,0.41,0.48,1,1,1,1,1,0,1,1,0,0,0,0,Queen Sirikit National Convention Centre,Khlong Toei,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,Phrom Phong,Queen Sirikit National Convention Centre,Khlong Toei,Rama 4-1 Toll Plaza,Rama 4-2 Toll Plaza,Phrom Phong,1.3,1.5,1.7,1.7,1.7
Zenith Place Sukhumvit 42,Khlong Toei,13.716323000000001,100.586212,2828,2,8,280.0,0.39,105560,492,9,0.64,0.65,0.68,0.85,1.2,0.84,0.93,0.97,1.1,1.1,0.53,0.67,0.68,0.68,0.69,1,1,1,1,1,1,1,1,0,0,0,0,Ekkamai,Phra Khanong,Thong Lo,At Narong Toll Plaza,At Narong 2 Toll Plaza,Ekkamai,Phra Khanong,Thong Lo,At Narong Toll Plaza,At Narong 2 Toll Plaza,0.62,1.2,1.5,1.7,2.3
Aspire Ngamwongwan,Lak Si,13.855757,100.548118,13600,2,28,1458.0,0.68,76786,493,7,0.78,0.78,0.8,1.3,1.3,0.34,1.0,1.4,1.5,1.5,0.3,0.46,0.51,0.53,0.78,1,1,1,1,1,0,1,1,0,1,0,0,Ngam Wongwan 1 Toll Plaza,Ngam Wongwan 2 Toll Plaza,Bang Khen Toll Plaza,Phahon Yothin,Chatuchak Park,Ngam Wongwan 1 Toll Plaza,Ngam Wongwan 2 Toll Plaza,Bang Khen Toll Plaza,Phahon Yothin,Chatuchak Park,2.0,2.2,2.9,6.5,7.7
Flora Condo Ville,Lak Si,13.8692063,100.556361,1044,1,5,39.0,2.9,35294,494,27,1.0,2.2,3.0,3.0,3.0,0.67,0.68,0.84,0.95,1.5,0.16,0.29,0.33,0.34,0.45,0,0,0,1,1,0,1,0,0,0,0,0,Ngam Wongwan 1 Toll Plaza,Bang Khen Toll Plaza,Ngam Wongwan 2 Toll Plaza,Phahon Yothin,Chatuchak Park,Ngam Wongwan 1 Toll Plaza,Bang Khen Toll Plaza,Ngam Wongwan 2 Toll Plaza,Phahon Yothin,Chatuchak Park,4.1,4.1,4.3,7.8,9.1
Nueng Condominium,Lak Si,13.893069,100.56306640000001,10500,2,9,465.0,0.34,23147,495,28,0.62,0.75,0.75,2.7,2.7,1.4,1.4,2.0,2.5,2.7,0.23,0.42,0.58,0.58,0.58,1,1,1,1,0,0,0,0,0,1,1,1,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Chatuchak Park,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Chatuchak Park,2.6,2.7,3.0,11.0,12.0
Park View Viphavadi 2,Lak Si,13.892358499999999,100.5791425,9433,5,8,255.0,1.8,50302,496,13,0.6,1.1,1.2,1.2,2.1,0.67,1.4,1.5,1.6,1.6,0.38,0.4,0.6,0.013,0.71,1,1,1,1,0,0,0,0,0,0,0,0,Lak Si Toll Plaza-Outbound,Lak Si Toll Plaza-Inbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Chatuchak Park,Lak Si Toll Plaza-Outbound,Lak Si Toll Plaza-Inbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Chatuchak Park,1.0,1.1,1.8,10.0,11.0
The Cube Chaengwattana,Lak Si,13.889535,100.576933,5952,5,5,250.0,1.5,55956,497,6,0.82,1.2,1.5,1.5,2.1,0.71,0.79,0.89,1.3,1.6,0.013,0.35,0.56,0.68,0.82,1,1,1,1,1,1,1,0,1,0,0,1,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Chatuchak Park,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Chatuchak Park,1.3,1.3,1.5,9.6,11.0
Airlink Residence,Lat Krabang,13.736460800000001,100.74637750000001,22412,7,7,1019.0,5.7,55300,498,6,2.6,3.7,4.7,4.9,5.3,1.4,1.8,1.9,2.1,2.2,2.0,1.5,1.6,1.8,1.8,1,1,1,1,1,0,1,1,0,0,0,0,Suvarnabhumi Airport,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,On Nut,Bang Chak,Suvarnabhumi Airport,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,On Nut,Bang Chak,6.0,7.9,9.4,18.0,18.0
D Condo Onnut-Suvarnabhumi,Lat Krabang,13.721717000000002,100.721294,16378,4,8,916.0,2.1,63736,499,7,0.81,1.1,1.9,5.8,6.0,0.58,0.59,1.7,2.2,2.8,0.45,0.5,0.54,0.57,0.59,1,1,1,1,1,1,0,1,0,0,0,0,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Inbound,Suvarnabhumi Airport,Bang Chak,Punna Withi,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Inbound,Suvarnabhumi Airport,Bang Chak,Punna Withi,5.8,5.8,8.3,14.0,15.0
IRIS Avenue Onnuch-Suvarnabhumi,Lat Krabang,13.722091,100.71834190000001,20844,5,8,1179.0,1.7,48214,500,7,0.75,0.75,1.1,1.1,2.2,0.36,0.36,0.37,0.37,1.4,0.15,0.15,0.27,0.27,0.28,1,1,1,1,1,0,1,1,0,0,0,0,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Outbound,Suvarnabhumi Airport,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Outbound,Suvarnabhumi Airport,5.6,5.6,7.1,7.1,8.7
Smart Z Onnuch,Lat Krabang,13.721785999999998,100.733047,8073,11,4,264.0,3.4,51613,501,6,0.62,0.76,2.4,4.6,6.1,1.0,1.6,1.9,1.9,2.7,0.26,0.38,0.002,0.7,0.71,0,1,1,1,1,0,1,1,0,0,0,1,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Inbound,Suvarnabhumi Airport,Bang Chak,Punna Withi,Thap Chang Toll Plaza-Outbound,Thap Chang Toll Plaza-Inbound,Suvarnabhumi Airport,Bang Chak,Punna Withi,7.0,7.0,7.1,15.0,16.0
A Space Kaset-Nawamin,Lat Phrao,13.832713,100.61654399999999,3788,1,8,207.0,5.4,48286,502,10,0.67,0.82,0.85,1.3,1.3,2.8,3.1,3.1,3.2,3.5,0.14,0.61,0.8,0.8,0.82,1,1,1,1,1,1,1,1,0,0,0,1,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,2.7,2.8,4.7,7.4,7.8
Baan Tri-wit,Lat Phrao,13.824377100000001,100.61867,868,1,8,42.0,4.0,20949,503,12,0.75,0.75,1.9,1.9,2.0,1.7,2.9,3.2,3.3,3.3,0.21,0.013,0.071,0.33,0.96,0,1,1,1,1,0,1,0,0,1,1,1,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,2.3,3.0,5.3,6.7,7.1
Double U,Lat Phrao,13.818254000000001,100.5913593,5788,2,8,357.0,4.0,43824,504,9,0.17,0.17,0.19,0.19,0.91,0.11,0.11,0.66,0.66,1.0,0.13,0.13,0.13,0.13,0.17,1,1,1,1,0,0,1,0,0,0,0,0,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,3.2,3.2,3.7,3.7,3.8
Duliya Place,Lat Phrao,13.8092339,100.6036577,5058,6,8,858.0,4.0,21234,505,24,1.6,1.8,2.0,2.8,2.9,0.64,1.5,1.9,1.9,2.1,0.61,0.64,0.71,0.73,0.83,1,1,0,1,1,0,0,0,1,1,0,0,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Lat Phrao,Pracha Uthit Toll Plaza,Ratchadaphisek,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Lat Phrao,Pracha Uthit Toll Plaza,Ratchadaphisek,2.8,3.3,4.7,5.0,5.2
Family House Ladprao 71,Lat Phrao,13.823820300000001,100.61014490000001,2800,2,5,48.0,4.0,49358,506,11,1.4,1.4,1.4,1.7,1.7,1.3,2.4,2.5,2.6,2.8,0.14,0.55,0.59,0.071,0.002,1,1,1,1,1,0,1,1,0,0,0,1,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,3.3,3.8,4.3,5.7,6.2
Glory Place,Lat Phrao,13.827334400000002,100.6242368,5522,1,8,187.0,4.0,26617,507,16,1.4,1.4,1.4,1.9,1.9,1.1,2.1,2.2,2.3,2.5,0.22,0.26,0.39,0.002,0.49,1,1,1,1,0,0,0,0,0,1,0,1,Yothin Phatthana Toll Plaza,Lat Phrao Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Lat Phrao Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao,Ratchadaphisek,3.5,4.0,4.0,5.4,5.8
J.W. Suite,Lat Phrao,13.806351000000001,100.60061800000001,3504,5,5,253.0,0.004,337844,508,15,0.56,1.0,1.5,4.0,1.9,0.62,0.93,1.5,1.5,1.8,0.48,0.52,0.52,0.54,0.54,0,1,1,1,0,0,1,0,0,0,0,1,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,2.9,3.6,3.7,4.1,4.1
Lucas Garden - Family House,Lat Phrao,13.800166,100.606329,1152,2,5,42.0,4.0,43333,509,8,2.0,4.0,2.4,2.5,2.5,0.16,0.75,0.76,1.6,2.2,0.14,0.15,0.21,0.31,0.43,1,1,1,1,0,0,1,0,0,0,0,1,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Pracha Uthit Toll Plaza,Lat Phrao,Ratchadaphisek,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Pracha Uthit Toll Plaza,Lat Phrao,Ratchadaphisek,1.4,3.4,3.5,4.8,5.2
Panchasarp Suite Ratchada-Ladprao,Lat Phrao,13.809176999999998,100.594319,1504,1,9,156.0,4.0,31429,510,14,0.37,0.57,0.85,1.9,1.9,0.82,1.2,1.3,1.7,1.8,0.25,0.26,0.32,0.34,0.36,1,1,1,1,1,0,1,1,0,0,0,1,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Yothin Phatthana Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Yothin Phatthana Toll Plaza,3.6,3.9,4.3,4.3,4.7
Premio by Premium Place,Lat Phrao,13.831714800000002,100.6154734,1200,1,8,66.0,4.9,102911,511,9,0.23,0.23,0.38,0.38,0.41,2.3,2.3,2.5,2.5,2.6,0.17,0.17,0.36,0.36,0.36,1,1,1,1,0,0,1,1,0,0,0,0,Yothin Phatthana Toll Plaza,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Yothin Phatthana Toll Plaza,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,2.9,2.9,3.2,3.2,5.0
Ranee Place,Lat Phrao,13.826978400000002,100.6132343,1459,1,5,55.0,4.0,20655,512,23,1.5,1.5,1.5,1.7,1.7,1.7,2.5,3.1,3.4,3.7,0.58,0.071,0.013,0.89,0.002,1,1,1,1,1,0,0,0,0,0,0,1,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Lat Phrao,Ratchadaphisek,3.3,3.9,4.9,6.3,6.7
